,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
441,US,"Consisting of the five main Bordeaux varieties, this wine has aromas that are immediately approachable, with notes of raspberry, cedar, freshly harvested herbs and cherry. There's plenty of balance and freshness to the flavors. Best after 2025.",Pentad,92,85,Washington,Columbia Valley,Walla Walla Valley (WA),Sean P. Sullivan,@wawinereport,Seven Hills Winery 2017 Pentad Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Seven Hills Winery
442,US,"Hearty aromas of boysenberry, singed meat, rosemary and cardamom make for a heady nose on this appellation blend. The palate is driven by spice and herb, showing nutmeg, rosemary and pine needle, alongside the dark-plum core of fruit.",,92,68,California,Central Coast,Sta. Rita Hills,Matt Kettmann,@mattkettmann,Barden 2018 Pinot Noir (Sta. Rita Hills),Pinot Noir,Barden
443,France,"This is a classic, well-structured wine. Firm tannins currently mask ripe black-currant fruit and acidity that will shortly offer succulent richness. The wine will age well. Drink from 2026.",,92,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Dassault 2018  Saint-Émilion,Bordeaux-style Red Blend,Château Dassault
444,France,"In this wine, black fruits and tannins give both a dry core and a rich texture that is already beautifully integrated with the fruit. Fresh acidity adds to the wine's attractiveness and aging potential. Drink from 2026.",,92,51,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Marquis de Terme 2018  Margaux,Bordeaux-style Red Blend,Château Marquis de Terme
445,Italy,"Aromas of ripe black-skinned fruit, menthol, leather and oak-driven spice lead the nose. Mirroring the aromas, the lithe, linear palate offers Marasca cherry, coffee bean and licorice. It's already accessible, with polished tannins. Drink through 2028.",,92,80,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Amantis 2016  Brunello di Montalcino,Sangiovese,Amantis
446,US,"Aromas of baked apple with sea salt and soft, clarified butter show on the delicate nose of this bottling. The wine lands softly on the palate, where crisp Asian pear elements are layered with more baked apple and a light brush of cinnamon, all wrapped in creamy tannins.",Bald Mountain Vineyard,92,30,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Assiduous 2019 Bald Mountain Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Assiduous
447,France,"Old vines in a 21-acre vineyard have produced this rich, dense wine. The wine has power and concentration, black-plum fruits and licorice flavors given extra power by the partial wood aging. The wine will age and should be ready from 2024.",,92,,Bordeaux,Lalande de Pomerol,,Roger Voss,@vossroger,Château de Chambrun 2018  Lalande de Pomerol,Bordeaux-style Red Blend,Château de Chambrun
448,France,"Powerful fruits and tannins show densely in this concentrated wine. It is all about structured black fruits that are still young and vibrant with freshness among the ripe flavors. The wine needs to smooth out, so wait until 2024.",,92,22,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Grand Corbin 2018  Saint-Émilion,Bordeaux-style Red Blend,Château Grand Corbin
449,US,"Graphite minerality meets with blackberry and dark-currant aromas on the nose of this bottling, which shows both the ripe and herbal side of Cabernet Franc. Hearty black-raspberry and cherry flavors are offset by cracked pepper, light herbs and a touch of peppermint toward the finish.",,92,34,California,Central Coast,Paso Robles,Matt Kettmann,@mattkettmann,Dracaena 2018 Cabernet Franc (Paso Robles),Cabernet Franc,Dracaena
450,US,"From the very clean mousse emerges aromas of Meyer lemon, apple cider, pastry and lemongrass on the nose of this bottling. The flavor profile of the palate is unique, ranging from tart citrus and apple to warmer melon tones.",Brut Cuvée Old Vines Blanc de Blanc,92,40,California,Central Coast,Edna Valley,Matt Kettmann,@mattkettmann,Wolff 2018 Brut Cuvée Old Vines Blanc de Blanc Sparkling (Edna Valley),Sparkling Blend,Wolff
451,US,"Salt and pepper aromas, grilled meat flavors and a lightly tannic, gripping texture make this full-bodied wine a great choice when you don't want something simply fruity. Blackberries and toasted oak notes mingle on the palate.",Sandy Lane Vineyard,92,44,California,Central Coast,Contra Costa County,Jim Gordon,@gordone_cellars,Cinnabar 2016 Sandy Lane Vineyard Mourvèdre (Contra Costa County),Mourvèdre,Cinnabar
452,US,"Firm but fine-grained tannins give this full-bodied wine, based on 80% Syrah, a good, grippy mouthfeel that supports gorgeous black-fruit flavors and hints of cocoa and cedar. Best from 2023.",Zeitlos,92,39,California,Central Valley,Lodi,Jim Gordon,@gordone_cellars,Markus Wine Co 2018 Zeitlos Red (Lodi),Red Blends,Markus Wine Co
453,Chile,"A warm nose features a mixture of cheesy oak, brambly spice, foresty hints and bold black fruit scents. The palate on this blend of Cabernet Sauvignon, Carmenère and Syrah is flush, with gravelly tannins and some heat. Balsamic dark-berry flavors show hints of eucalyptus and juniper, while a flavor-packed finish rumbles along on the heels of grating tannins. Drink through 2026.",Unique Selection Los Lingues,92,44,Colchagua Valley,,,Michael Schachner,@wineschach,Siegel 2017 Unique Selection Los Lingues Red (Colchagua Valley),Red Blends,Siegel
454,Italy,"This elegant Aglianico starts off with bright aromas of pressed violet, red berries and Mediterranean scrub. There's a polished vibe to the palate, where glossy tannins frame pulsing cranberry and cherry flavors. It's accessible now but should hold well through 2028.",L'Atto,92,25,Southern Italy,Basilicata,,Alexander Peartree,@apatrone23,Cantine del Notaio 2017 L'Atto Red (Basilicata),Red Blends,Cantine del Notaio
455,France,"Notes of lime and crushed stones lend verve to this full-bodied varietal Marsanne. It's a blossomy, fresh-fruited wine packed with crisp, white-peach and grapefruit flavors along with a lingering smoky, herbal finish. At peak now–2030.",Nobles Rives,92,35,Rhône Valley,Saint-Joseph,,Anna Lee C. Iijima,@annaleeiijima,Cave de Tain 2018 Nobles Rives  (Saint-Joseph),Marsanne,Cave de Tain
456,France,"Black fruits and structured tannins are happily balanced by this wine's freshness. The Merlot gives a huge feel to the wine, not beating about the bush in its density and concentration. At the end, though, there is fruitiness and the promise of freshness as the wine matures. Drink from 2027.",,92,55,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Lafleur-Gazin 2018  Pomerol,Bordeaux-style Red Blend,Château Lafleur-Gazin
457,France,"2018 was a great vintage in Vacqueyras but wines from La Ligière seem particularly blessed. Ripe red-cherry and raspberry flavors are transparent and pure, edged by flurries of fresh thyme and fine, feathery tannins. It's a jubilant, fruity wine that's best enjoyed young but should hold well through 2025. Biodynamic.",Le Mourre de la Caille,92,,Rhône Valley,Vacqueyras,,Anna Lee C. Iijima,@annaleeiijima,Domaine la Ligière 2018 Le Mourre de la Caille Red (Vacqueyras),Rhône-style Red Blend,Domaine la Ligière
458,Italy,"A delightful mix of crushed rock, red berries, pink peppercorn and violet drive the nose. There's polish to the palate, where coiled red-berry fruit is propelled along an immensely tangy river of crushed stones. It's a stripped back expression of the variety that shows elegance and power in tandem. Drink through 2030.",Titolo,92,45,Southern Italy,Aglianico del Vulture,,Alexander Peartree,@apatrone23,Elena Fucci 2016 Titolo  (Aglianico del Vulture),Aglianico,Elena Fucci
459,Italy,"Rich aromas of anise, cola and cigar box combine into the dense brandy-soaked cherry on the nose. It's creamy and full on the palate, with luscious berry fruit wrapped in warm, toasty spices. There's a polish to it all, with racing acidity driving it along. Drink through 2030.",Rotondo,92,53,Southern Italy,Aglianico del Vulture,,Alexander Peartree,@apatrone23,Paternoster 2017 Rotondo  (Aglianico del Vulture),Aglianico,Paternoster
460,France,"The second wine of Château Olivier, this is properly advanced, with ripe berry fruits and soft tannins. It is almost ready now, juicy acidity adding freshness to the rich, dense fruitiness. Drink from 2022.",Le Dauphin d'Olivier,92,20,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Olivier 2018 Le Dauphin d'Olivier  (Pessac-Léognan),Bordeaux-style Red Blend,Château Olivier
461,France,"Named after the pilgrim routes to Santiago de Compostella that still pass through Pomerol, this pure Merlot is rich in bold black fruits with an opulent texture. The wine has plenty of tannins as well, giving it aging potential. It should be ready from 2023.",,92,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Domaine de Compostelle 2018  Pomerol,Merlot,Domaine de Compostelle
462,US,"Aromas of flowers and apples lead to a rich, rounded mouthfeel and a fresh Anjou pear flavor in this generous-feeling but technically light-bodied wine. It has the broad, soothing texture of a barrel-fermented, lees-stirred wine.",Estate Grown,92,24,California,Sierra Foothills,El Dorado,Jim Gordon,@gordone_cellars,Edio 2019 Estate Grown Albariño (El Dorado),Albariño,Edio
463,France,"On the plain of Saint-Emilion, this vineyard has produced a richly dense wine that also shows restraint and elegant tannins. The dominance of Merlot gives the bold black fruits and acidity. Wood aging adds spice and smoothness to the texture. This wine will be ready from 2024.",,92,70,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Palais Cardinal 2018  Saint-Émilion,Bordeaux-style Red Blend,Château Palais Cardinal
464,US,"This is made from 50% Grenache and 25% each of Syrah and Mourvèdre. Peppery and meaty, it shows the fruitiness of the Grenache with the savory intensity of the other two varieties. It's earthy, grippy and lengthy, with a worthy length of white pepper.",,92,42,California,Sonoma,Sonoma County,Virginie Boone,@vboone,Bee Hunter 2015 G-S-M (Sonoma County),G-S-M,Bee Hunter
465,France,"There is good balance between citrus and tropical-fruit flavors in this wine. Wood aging gives an extra dimension of richness to the wine, which comes from a chateau close to Smith Haut Lafitte. Drink from 2022.",,92,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Cantelys 2018  Pessac-Léognan,Bordeaux-style White Blend,Château Cantelys
466,France,"This complex, wood-aged wine has a deceptively approachable texture. Initially all about white fruits, it underneath offers richness, toast, spice and layers of minerality. The wine is set to age well. Drink from 2023.",,92,128,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Cos d'Estournel 2018  Bordeaux Blanc,Bordeaux-style White Blend,Château Cos d'Estournel
467,France,"A smoothly textured wine combining wood-aging and vivid white fruits, this is already delicious. Tangy acidity and ripe fruitiness shine through an edge of minerality. Drink from 2022.",,92,30,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château de France 2018  Pessac-Léognan,Bordeaux-style White Blend,Château de France
468,France,"This is a relatively soft wine, its tannins already embracing the black-currant fruits. The structure is there, smoothly textured and ripe with fruitiness as well as good acidity. This wine is likely to develop relatively quickly, so drink from 2024.",,92,52,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Grand-Puy-Lacoste 2018  Pauillac,Bordeaux-style Red Blend,Château Grand-Puy-Lacoste
469,US,"Tart black plum, cola, dried herbs and a rocky minerality greet the nose in this bottling. There is a firm and rocky grip to the palate, which contrasts the fresh blueberry flavor. It needs a tad more time, but will drink well for at least a decade. Drink 2022–2033.",,92,52,California,Central Coast,Templeton Gap District,Matt Kettmann,@mattkettmann,Four Lanterns 2018 Tempranillo (Templeton Gap District),Tempranillo,Four Lanterns
470,US,"Hints of coconut, meringue and light nectarine make for a suavely integrated nose on this bottling. It's pure and crisp on the palate with citrus-peel and tart apple flavors, leading into warmer spices on the finish.",Bee Sweet Vineyard,92,42,California,Central Coast,Edna Valley,Matt Kettmann,@mattkettmann,Stephen Ross 2018 Bee Sweet Vineyard Chardonnay (Edna Valley),Chardonnay,Stephen Ross
471,US,"There's a distinct aroma of wet chalk, wool and even labneh on the nose of this bottling (from a vineyard planted in 1981), which begins to open to lemon and warmer cream, with patience and air. The chalky texture of the sip is incredibly compelling, framing mellow lines of lemon and melon rind. Expect these elements to coalesce into something stunning with time. Drink now through 2032.",Albutom Vineyard,92,72,California,Central Coast,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Thomas Fogarty 2017 Albutom Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Thomas Fogarty
472,US,"Juicy and broad in pomegranate, blood orange and blackberry, this wine also offers tremendously appealing and complex seasonings of dried herb and black pepper. Balanced by underlying acidity, it shows the intensity and intellectual satisfaction of old vines.",Old Vine,92,38,California,Sonoma,Dry Creek Valley,Virginie Boone,@vboone,Dry Creek Vineyard 2018 Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard
